vr.history.ey.gov.tw,"國定古蹟拼拼樂 - 行政院珍貴史料展示",117.56.132.11,
api.tgos.nat.gov.tw,,210.61.13.86,Microsoft-IIS/7.5
portal.emic.gov.tw,消防署防救災入口網站登入,117.56.75.1,Oracle-Application-Server-11g
data.gov.tw,政府資料開放平臺,117.56.91.4,"Apache/2.2.15 (CentOS)"
fbfh.trade.gov.tw,出進口廠商管理及貨品分類及輸出入規定系統,163.29.159.9,
pme.trade.gov.tw,IIS7,163.29.159.41,Microsoft-IIS/7.0
www.bsmi.gov.tw,經濟部標準檢驗局,210.69.140.1,Apache-Coyote/1.1
eng.csptc.gov.tw,"Civil Service Protection and Training Commission",117.56.22.225,Microsoft-IIS/8.5
ecollege.ncsi.gov.tw,文官e學苑,117.56.4.66,"Apache/2.2.3 (CentOS)"
www.aac.moj.gov.tw,法務部廉政署,163.29.130.141,Microsoft-IIS/7.5
web13.csptc.gov.tw,"公務人員保障暨培訓委員會 - 保障事件決定書查詢系統",117.56.22.221,Microsoft-IIS/7.0
dms.cpami.gov.tw,,210.69.84.11,Varnish
cpabm.cpami.gov.tw,:::全國建築管理資訊系統入口網:::,210.69.84.11,Apache-Coyote/1.1
statistweb.cpami.gov.tw,統計報表網際網路報送系統,210.69.84.13,Microsoft-IIS/5.0
roadweb.cpami.gov.tw,,210.69.84.27,Microsoft-IIS/6.0
swmaker.cpami.gov.tw,:::下水道用戶排水設備承裝商管理資訊系統:::,210.69.84.27,Sun-Java-System-Web-Server/7.0
pip.moi.gov.tw,不動產資訊平台,210.69.84.122,Microsoft-IIS/7.5
houserent.cpami.gov.tw,"內政部營建署租屋資訊網 House Rent",210.69.84.122,Microsoft-IIS/8.0
uract.cpami.gov.tw,都市更新法規,210.69.84.27,Apache
duct.cpami.gov.tw,公共設施管線資料庫入口網站,210.69.84.27,Microsoft-IIS/6.0
wetland-tw.tcd.gov.tw,國家重要濕地保育計畫,49.213.159.7,Apache
trp.cpami.gov.tw,魅力城鄉主題網,210.69.84.27,Microsoft-IIS/7.0
sewergis.cpami.gov.tw,::::內政部營建署-下水道建設計畫資訊整合應用網:::::,210.69.204.27,Microsoft-IIS/7.0
twur.cpami.gov.tw,都市更新入口網,210.69.84.27,Microsoft-IIS/7.0
khmp.cpami.gov.tw,"回首頁 | 高雄都會公園",210.69.84.113,"Apache/2.2.15 (Scientific Linux)"
tcmp.cpami.gov.tw,"回首頁 | 臺中都會公園",210.69.84.113,"Apache/2.2.15 (Scientific Linux)"
publichousing.cpami.gov.tw,title,210.69.84.27,Apache
service.cpami.gov.tw,"入口網 | 營建署全球資訊網-署長信箱系統",210.69.204.27,"Apache/2.2.3 (Scientific Linux)"
snnp.cpami.gov.tw,,210.69.84.113,Apache
forecast.forest.gov.tw,,223.200.90.182,
subject.forest.gov.tw,,223.200.90.182,
www.coa.gov.tw,行政院農業委員會,210.69.75.121,Apache
ame.forest.gov.tw,,223.200.90.182,
project.coa.gov.tw,農業計畫管理系統,210.69.75.54,Apache-Coyote/1.1
media.forest.gov.tw,林務局影音資訊平台,223.200.90.182,
conservation.forest.gov.tw,"行政院農委會林務局 自然保育網 Forestry Bureau",223.200.90.182,
culturalpark.forest.gov.tw,"林務局 林業文化園區 歡迎您",223.200.90.182,
volunteers.forest.gov.tw,,223.200.90.182,BigIP
communityforestry.forest.gov.tw,"- 社區林業計畫申辦資訊網",223.200.90.182,
ethics.forest.gov.tw,"行政院農業委員會林務局政風室Civil Service Ethics Office, Forestry Bureau",223.200.90.182,
web.moi.gov.tw,內政部機關網站評獎,210.69.35.71,Microsoft-IIS/6.0
tbboss.tbroc.gov.tw,交通部觀光局民意信箱,61.60.100.122,"Apache/2.4.9 (Win32) OpenSSL/1.0.1g"
tour.penghu.gov.tw,澎湖逍遙遊,163.29.98.4,Microsoft-IIS/7.5
events.necoast-nsa.gov.tw,"東北角暨宜蘭海岸國家風景區管理處 - 錯誤訊息頁/Error Page",211.79.201.1,Microsoft-IIS/7.0
www.kmfa.gov.tw,高雄市立美術館,163.29.104.2,Microsoft-IIS/7.5
tiscsvr.tbroc.gov.tw,台灣采風--中華民國交通部觀光局旅遊服務中心幻燈片管理系統,211.79.207.174,Microsoft-IIS/7.0
www.tacp.gov.tw,原住民族委員會原住民族文化發展中心,210.241.123.31,Microsoft-IIS/7.5
twh.boch.gov.tw,,,
travelagency.tbroc.gov.tw,,211.79.207.193,Microsoft-IIS/7.5
mojlaw.moj.gov.tw,法務部主管法規查詢系統,163.29.130.163,Microsoft-IIS/8.0
www.exam.gov.tw,"考試院全球資訊網 The Examination Yuan of ROC",163.29.132.4,Microsoft-IIS/6.0
weblaw.exam.gov.tw,最新消息-全國人事法規釋例資料庫檢索系統,163.29.132.10,Microsoft-IIS/7.5
iocs.mocs.gov.tw,,210.69.104.90,
www.moex.gov.tw,"考選部 全球資訊網歡迎頁",210.241.131.129,Microsoft-IIS/7.5
news.ey.gov.tw,,,
www.fund.gov.tw,公務人員退休撫卹基金,210.69.202.207,Microsoft-IIS/6.0
www.ncsi.gov.tw,國家文官學院,210.241.81.21,Microsoft-IIS/6.0
kid.immigration.gov.tw,中華民國內政部移民署兒童版,117.56.25.3,Microsoft-IIS/7.0
ncp.immigration.gov.tw,,117.56.25.20,Apache-Coyote/1.1
law.immigration.gov.tw,移民署法規查詢系統,117.56.25.3,Microsoft-IIS/7.0
servicestation.immigration.gov.tw,"中華民國內政部移民署全球資訊網 ─ 各服務據點",117.56.25.3,Microsoft-IIS/7.0
idb.immigration.gov.tw,"通譯人才資料庫系統 - 內政部移民署",117.56.25.120,Microsoft-IIS/7.0
icinfo.immigration.gov.tw,IIS7,210.241.79.239,Microsoft-IIS/7.5
niaspeedy.immigration.gov.tw,,117.56.25.32,
oa1.immigration.gov.tw,,117.56.25.32,
psa.immigration.gov.tw,公務員赴陸申請平台,,
pb.immigration.gov.tw,,,
mt.immigration.gov.tw,main.title.label,,
csts.immigration.gov.tw,內政部移民署,,
theme.archives.gov.tw,國家發展委員會檔案管理局檔案時光盒,210.69.72.88,Microsoft-IIS/7.5
mocfile.moc.gov.tw,,210.69.147.123,Microsoft-IIS/8.5
contactus.moc.gov.tw,,,
jp.moc.gov.tw,中華民国(台湾)文化部,210.69.147.11,Apache
english.moc.gov.tw,"Ministry of Culture",210.69.147.11,Apache
grants.moc.gov.tw,文化部獎補助資訊網,210.69.147.116,Microsoft-IIS/8.5
www.ntm.gov.tw,,,
event.moc.gov.tw,文化部全國藝文活動資訊系統網,210.69.147.29,Microsoft-IIS/7.5
stat.moc.gov.tw,"文化統計網 - 首頁",210.69.147.100,Microsoft-IIS/7.5
poeticleap.moc.gov.tw,,,
book.moc.gov.tw,中小學生優良課外讀物推介評選活動,210.69.147.217,Apache
goldentripodawards.moc.gov.tw,"第40屆 金鼎獎頒獎典禮",210.69.147.51,"Apache/2.2.15 (CentOS)"
cultural-award.moc.gov.tw,"中華民國行政院文化獎 Nation Cultural Award of R.O.C. (Taiwan)",210.69.147.216,Microsoft-IIS/5.0
artbank.ntmofa.gov.tw,藝術銀行,163.29.7.88,Microsoft-IIS/7.0
cyberstage.moc.gov.tw,文化部網路劇院,210.69.147.5,Microsoft-IIS/7.0
publicart.moc.gov.tw,,210.69.147.121,
artres.moc.gov.tw,文化部藝術進駐網,210.69.147.19,"Apache/2.2.22 (Unix) PHP/5.2.17 mod_antiloris/0.4"
learning.moc.gov.tw,藝學網,210.69.147.115,Microsoft-IIS/8.5
youthgo.moc.gov.tw,,210.69.147.117,Microsoft-IIS/8.5
www.boch.gov.tw,"::: 文化部文化資產入口網 :::",163.29.7.13,Apache-Coyote/1.1
blog.moc.gov.tw,,,
ed.arte.gov.tw,臺灣藝術教育網,203.71.7.108,Microsoft-IIS/6.0
ep.swcb.gov.tw,,117.56.222.175,Microsoft-IIS/7.5
rse.swcb.gov.tw,"dotDefender Blocked Your Request",223.27.48.19,Apache
oesweb.moc.gov.tw,,210.69.147.208,Microsoft-IIS/7.5
www.npa.gov.tw,中華民國內政部警政署警政治安全球資訊網,210.69.154.247,Apache-Coyote/1.1
www.165.gov.tw,,61.57.47.1,Microsoft-IIS/6.0
m.bli.gov.tw,勞動部勞工保險局全球資訊網,202.39.145.114,
edesk.bli.gov.tw,"e 化服務系統 : 個人網路申報及查詢作業",,
www.moeasmea.gov.tw,,210.69.162.130,Microsoft-IIS/7.5
mobileen.president.gov.tw,"Office of the President, ROC(Taiwan)-Mobile",117.56.6.14,
taiwanreview.nat.gov.tw,"Taiwan Review - Taiwan Today",117.56.33.15,
pesticide.baphiq.gov.tw,"行政院農業委員會動植物防疫檢疫局 - 農藥資訊服務網",163.29.152.85,Microsoft-IIS/6.0
data.coa.gov.tw,行政院農業委員會資料開放平台,210.69.75.164,Microsoft-IIS/7.5
eiqs.baphiq.gov.tw,業者網路申報系統,163.29.152.93,Microsoft-IIS/7.0
pet-epermit.baphiq.gov.tw,犬貓輸入檢疫資訊網,,
am.baphiq.gov.tw,IIS7,163.29.152.41,Microsoft-IIS/7.5
ezland.coa.gov.tw,農地銀行網站,210.69.75.76,Microsoft-IIS/8.5
enable.nat.gov.tw,,,
www.health.taichung.gov.tw,臺中市政府衛生局,163.29.86.7,Microsoft-IIS/7.5
law.most.gov.tw,科技部-主管法規查詢系統(外部版),61.60.96.46,
www.grb.gov.tw,"政府研究資訊系統 GRB",203.145.193.50,Apache-Coyote/1.1
ap0512.most.gov.tw,,61.60.96.9,
statistics.most.gov.tw,"科技部 學術補助獎勵查詢",223.200.167.26,
arsp.most.gov.tw,學術研發服務網,223.200.167.21,Microsoft-IIS/5.0
vi.most.gov.tw,,,
stn.most.gov.tw,"科技部國際科技合作簡訊網MOST        International Cooperation Sci-Tech Newsbrief",61.60.96.26,
ap0569.most.gov.tw,,61.60.96.69,Microsoft-IIS/5.0
scitechvista.most.gov.tw,~系統發生錯誤~,61.60.96.29,
arspb.most.gov.tw,,,
aode.mnd.gov.tw,全民國防教育全球資訊網,163.29.207.106,Microsoft-IIS/7.5
dfm.swcb.gov.tw,土石流觀測站展示平台,210.69.127.168,Microsoft-IIS/6.0
lpggas.epa.gov.tw,LPG液化石油氣資訊管理系統,223.200.80.7,Microsoft-IIS/8.5
ernet.epa.gov.tw,ernet,223.200.80.96,Microsoft-IIS/7.5
roots.epa.gov.tw,"根留台灣 LEAVE YOUR ROOTS IN TAIWAN",223.200.80.197,Microsoft-IIS/8.5
aers.epa.gov.tw,空氣污染事件應變處理查詢系統,223.200.80.166,Microsoft-IIS/8.5
oldweb.epa.gov.tw,行政院環境保護署,223.200.80.126,Microsoft-IIS/6.0
polcar.epa.gov.tw,烏賊車檢舉網站,223.200.80.37,Microsoft-IIS/8.5
greencar.epa.gov.tw,,223.200.80.35,Microsoft-IIS/7.0
car.epa.gov.tw,,223.200.80.35,
www.twd.gov.tw,臺北自來水事業處,163.29.36.96,Microsoft-IIS/7.5
www.water.gov.tw,"台灣自來水公司 Taiwan Water Corporation",211.22.145.111,
ems.epa.gov.tw,行政院環保署環境保護許可管理資訊系統,223.200.80.28,Microsoft-IIS/8.5
nonionized.epa.gov.tw,非屬原子能游離輻射管制網-首頁,223.200.80.166,Microsoft-IIS/8.5
noisecar.epa.gov.tw,,223.200.80.7,
vnc.epa.gov.tw,,223.200.80.99,
eala.niea.gov.tw,,117.56.10.27,
lifelonglearn.cpa.gov.tw,,,
elearning.nat.gov.tw,,,
www.cpa.gov.tw,,,
pipa.moj.gov.tw,"法務部個人資料保護專區 Ministry of Justice",163.29.130.184,Microsoft-IIS/7.5
info.gio.gov.tw,,,
csnn.osha.gov.tw,CSNN化學物質登記管理,163.29.188.128,Microsoft-IIS/8.0
chemreg-border.epa.gov.tw,"貨品通關事前聲明確認平台 Pre-Confirmation of Chemical Commodity Importation",223.200.80.199,Microsoft-IIS/8.5
atftp.epa.gov.tw,"行政院環境保護署 ─ 環保訴願",210.69.101.49,Microsoft-IIS/6.0
pda4.msg.nat.gov.tw,e管家全面改版囉！,117.56.91.61,Apache-Coyote/1.1
archive.msg.nat.gov.tw,,117.56.68.244,
erlp.archives.gov.tw,電子檔案保存實驗室,210.69.72.57,"Apache/2.2.25 (Win64) PHP/5.3.13"
www.khm.gov.tw,高雄市立歷史博物館,163.29.241.75,Microsoft-IIS/7.5
collection.khm.gov.tw,典藏查詢系統,163.32.121.205,Microsoft-IIS/7.5
crh.khm.gov.tw,高雄文獻研究中心,163.32.121.43,Microsoft-IIS/7.5
xiaolin.khcc.gov.tw,小林村平埔族群文物館,210.241.43.190,"Apache/2.4.7 (Ubuntu)"
kmsp.khcc.gov.tw,,210.241.43.166,
www.kcg.gov.tw,高雄市政府全球資訊網,163.29.241.2,Microsoft-IIS/7.5
village.khcc.gov.tw,::網站::,210.241.43.149,Microsoft-IIS/6.0
reservation.e-land.gov.tw,,210.69.148.10,Microsoft-IIS/6.0
ws.e-land.gov.tw,,210.69.148.81,Microsoft-IIS/8.5
ylhm.e-land.gov.tw,宜蘭人文知識數位資料庫,210.69.148.225,Microsoft-IIS/7.0
epaper.wra.gov.tw,歡迎光臨水利署電子報,210.69.128.186,Microsoft-IIS/7.5
eng.wra.gov.tw,"News - Water Resources Agency, Ministry of Economic Affairs",210.69.128.44,Microsoft-IIS/7.5
m.wra.gov.tw,水利署行動化資訊平台,210.69.128.44,Microsoft-IIS/7.5
kid.wra.gov.tw,"經濟部水利署 小小水博士",210.69.128.44,Microsoft-IIS/7.5
wralaw.wra.gov.tw,"Apache Tomcat",210.69.128.21,Apache-Coyote/1.1
opendata.wra.gov.tw,,210.69.128.190,
cmdweb.pcc.gov.tw,工程管理資訊,117.56.211.6,"Oracle-Application-Server-10g/10.1.2.0.2 Oracle-HTTP-Server OracleAS-Web-Cache-10g/10.1.2.0.2 (G;max-age=0+0;age=0;ecid=94477759382,0)"
fhy.wra.gov.tw,經濟部水利署防災資訊網,117.56.10.83,Microsoft-IIS/8.0
www.wra10.gov.tw,水利署第十河川局,210.69.129.40,Microsoft-IIS/7.5
select.wra.gov.tw,經濟部水利署甄選報名系統,210.69.128.65,
cmp.wra.gov.tw,"經濟部水利署流域綜合治理計畫專屬網站 Water Resources Agency, Ministry of Economic Affairs",117.56.10.71,Microsoft-IIS/7.5
result.wra.gov.tw,,210.69.128.189,
www3.wracb.gov.tw,"中區水資源局 / 湖山水庫工程計畫",210.69.129.165,Microsoft-IIS/6.0
www.wrasb.gov.tw,南區水資源局,210.69.129.223,Microsoft-IIS/7.5
www.wranb.gov.tw,經濟部水利署北區水資源局全球資訊網,210.69.129.130,Microsoft-IIS/8.5
www.wra08.gov.tw,水利署第八河川局,210.69.129.81,Microsoft-IIS/7.5
e-river.wra.gov.tw,e河川知識服務網,210.69.128.93,Microsoft-IIS/7.5
health99.hpa.gov.tw,首頁│衛生福利部國民健康署│健康九九網站│health99.hpa.gov.tw,210.241.78.15,Microsoft-IIS/7.0
gic.wra.gov.tw,,210.69.128.97,Microsoft-IIS/7.5
www.mvdis.gov.tw,,117.56.19.139,
trip184.thb.gov.tw,,210.69.58.84,
1968.freeway.gov.tw,"高速公路局:即時路況資訊 - 路況圖",210.241.131.247,nginx/1.1.19
168.thb.gov.tw,省道即時交通資訊網,61.67.72.1,Apache-Coyote/1.1
public.thb.gov.tw,"IIS Windows Server",210.69.58.109,Microsoft-IIS/8.5
suhua.thb.gov.tw,"交通部公路總局蘇花公路改善工程處 Suhua Improveme",210.69.58.153,Microsoft-IIS/7.5
ppstrq.nat.gov.tw,,163.29.187.203,
www.motc.gov.tw,中華民國交通部,223.200.48.7,"Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.0-fips DAV/2 Resin/3.1.14"
lims.thb.gov.tw,,,
erss.aec.gov.tw,行政院原子能委員會-主管法規查詢系統(外部版),117.56.91.177,Microsoft-IIS/7.5
en.swcb.gov.tw,"Soil and Water Conservation Bureau",210.69.127.9,Microsoft-IIS/7.5
kids.swcb.gov.tw,行政院農業委員會水土保持局兒童網站,210.69.127.3,Microsoft-IIS/7.5
new.swcb.gov.tw,行政院農業委員會水土保持局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
demo1.swcb.gov.tw,行政院農業委員會水土保持局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
learning.swcb.gov.tw,水保學校開學！,117.56.222.145,Microsoft-IIS/7.5
serv.swcb.gov.tw,行動水保服務,210.69.127.96,"Apache/2.2.27 (Win32) PHP/5.3.28 mod_ssl/2.2.27 OpenSSL/1.0.1f"
246.swcb.gov.tw,"土石流防災資訊網 - 行政院農業委員會水土保持局",117.56.222.246,Microsoft-IIS/6.0
igee.swcb.gov.tw,水保局GEE展示平台,210.69.127.96,"Apache/2.2.27 (Win32) PHP/5.3.28 mod_ssl/2.2.27 OpenSSL/1.0.1f"
app.swcb.gov.tw,農村好讚,117.56.222.143,Microsoft-IIS/7.5
mapblog.swcb.gov.tw,農村風情網,117.56.222.143,Microsoft-IIS/7.5
ruralyoung.swcb.gov.tw,"首頁 - 大專生洄游農村",210.69.127.54,Microsoft-IIS/8.5
swcclassroom.swcb.gov.tw,行政院農委會水土保持局水土保持戶外教室,210.69.127.3,Microsoft-IIS/7.5
mis.swcb.gov.tw,,210.69.127.8,Microsoft-IIS/8.5
eng1.swcb.gov.tw,一般民眾-行政院農業委員會水土保持局-臺北分局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
eng2.swcb.gov.tw,一般民眾-行政院農業委員會水土保持局-臺中分局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
eng3.swcb.gov.tw,一般民眾-行政院農業委員會水土保持局-南投分局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
eng4.swcb.gov.tw,一般民眾-行政院農業委員會水土保持局-臺南分局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
eng5.swcb.gov.tw,行政院農業委員會水土保持局臺東分局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
eng6.swcb.gov.tw,一般民眾-行政院農業委員會水土保持局-花蓮分局全球資訊網,210.69.127.3,Microsoft-IIS/7.5
swdl.swcb.gov.tw,水土保持法相關法規解釋函檢索系統,117.56.222.188,Microsoft-IIS/7.5
rlaw.swcb.gov.tw,最新解釋函,117.56.222.173,Microsoft-IIS/7.5
mobile.president.gov.tw,中華民國總統府網站-行動版,117.56.6.14,
media.president.gov.tw,網路相簿,117.56.6.4,
kmvc.mol.gov.tw,,163.29.140.85,Microsoft-IIS/7.5
english.mol.gov.tw,"Ministry of Labor MOL",163.29.140.51,
laws.mol.gov.tw,勞動法令查詢系統,163.29.140.82,Microsoft-IIS/7.5
www.osha.gov.tw,"勞動部職業安全衛生署 -",163.29.188.132,
www.blf.gov.tw,勞動基金運用局,210.241.0.37,Apache
www.ilosh.gov.tw,,163.29.135.13,Apache-Coyote/1.1
labor-elearning.mol.gov.tw,,60.199.200.205,
book.mol.gov.tw,"勞動部 季刊",163.29.140.90,"Apache/2.2.22 (CentOS)"
statdb.mol.gov.tw,統計報表網際網路報送系統,163.29.140.81,Microsoft-IIS/7.5
hrpts.osha.gov.tw,"IIS Windows Server",163.29.188.142,Microsoft-IIS/8.5
childcare.mol.gov.tw,"勞動部-企業托兒與哺(集)乳室資訊網 &#187; http://childcare.mol.gov.tw",124.199.82.13,"Apache/2.2.31 (CentOS)"
eeweb.mol.gov.tw,勞動部就業平等網,124.199.82.11,"Apache/2.4.10 (Win32) OpenSSL/1.0.1i"
websuit.mol.gov.tw,IIS7,163.29.140.100,Microsoft-IIS/7.5
wlb.mol.gov.tw,工作生活平衡網,124.199.82.12,Microsoft-IIS/8.0
wfs.mol.gov.tw,,163.29.140.73,Microsoft-IIS/7.5
cb.mol.gov.tw,勞動關係資訊服務網,163.29.140.80,Microsoft-IIS/8.0
www.ktec.gov.tw,高雄市政府勞工局訓練就業中心,163.29.248.252,"Apache/2.2.15 (CentOS)"
www.mnd.gov.tw,,163.29.3.110,
army.mnd.gov.tw,中華民國陸軍,163.29.3.110,
navy.mnd.gov.tw,,163.29.3.110,
air.mnd.gov.tw,,163.29.3.110,
camp.gpwb.gov.tw,,163.29.207.105,
www.vac.gov.tw,國軍退除役官兵輔導委員會全球資訊網--首頁,210.69.190.95,Microsoft-IIS/6.0
non-barrier-traveling.swcoast-nsa.gov.tw,雲嘉南無障礙設施環境簡介,211.79.201.13,Microsoft-IIS/7.0
photo.swcoast-nsa.gov.tw,雲嘉南濱海國家風景區-多媒體管理系統,211.79.201.13,Microsoft-IIS/7.0
citybus.tainan.gov.tw,,210.241.103.234,nginx/1.2.2
ttms.etraining.gov.tw,IIS7,163.29.199.67,Microsoft-IIS/7.5
www.dual.nat.gov.tw,,163.29.199.238,Apache-Coyote/1.1
workforce.nat.gov.tw,雲嘉南分署勞動力發展資源網,163.29.225.51,"Apache/2.4.17 (Win32) OpenSSL/1.0.2d PHP/5.5.30"
www.yctmepp.nat.gov.tw,"勞動部勞動力發展署雲嘉南分署 多元就業開發方案",163.29.225.56,Microsoft-IIS/7.5
search.wda.gov.tw,,117.56.83.48,"ORIS HTTP Server"
ezwp.wda.gov.tw,外國專業人員工作許可線上申請系統,,Apache-Coyote/1.1
swd.wda.gov.tw,,210.241.13.13,Microsoft-IIS/8.5
elearning.rad.gov.tw,,117.56.91.130,
map.tgos.nat.gov.tw,,210.61.13.86,Microsoft-IIS/7.5
file.data.gov.tw,政府資料開放平臺,117.56.91.34,"Apache/2.2.15 (CentOS)"
m.data.gov.tw,政府資料開放平臺,117.56.91.34,"Apache/2.2.15 (CentOS)"
civil.bsmi.gov.tw,,210.69.140.17,Apache-Coyote/1.1
comments.bsmi.gov.tw,,210.69.140.11,
mims.bsmi.gov.tw,"經濟部標準檢驗局 度政資訊管理系統",210.69.140.5,Microsoft-IIS/6.0
tainan.bsmi.gov.tw,經濟部標準檢驗局台南分局,210.69.140.1,Apache-Coyote/1.1
wwwc.moex.gov.tw,"考選部 全球資訊網歡迎頁",210.241.131.129,Microsoft-IIS/7.5
ecollege.nacs.gov.tw,文官e學苑,117.56.4.66,"Apache/2.2.3 (CentOS)"
ehs.nacs.gov.tw,公務人力數位培訓支援平台,117.56.4.66,Apache-Coyote/1.1
mojeaac.moj.gov.tw,,163.29.130.202,
pdis.moj.gov.tw,,117.56.4.8,
cpabm-tch.cpami.gov.tw,"Oracle iPlanet Web Server 7.0",210.241.49.193,Oracle-iPlanet-Web-Server/7.0
cpabm-kao.cpami.gov.tw,"Oracle iPlanet Web Server 7.0",210.241.113.193,Oracle-iPlanet-Web-Server/7.0
moica.nat.gov.tw,MOCIA內政部憑證管理中心,61.60.9.10,"Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2 PHP/5.3.29"
xca.nat.gov.tw,,210.241.69.196,Apache
gca.nat.gov.tw,,210.241.69.194,Apache
glrs.moi.gov.tw,內政部-主管法規查詢系統(外部版),210.69.35.12,Microsoft-IIS/7.0
trpmsadm.cpami.gov.tw,"Microsoft Internet Information Services 8",210.69.84.27,Microsoft-IIS/8.0
trpadm.cpami.gov.tw,,210.69.84.27,
mp.cpami.gov.tw,"回首頁 | 都會公園",210.69.84.113,"Apache/2.2.15 (Scientific Linux)"
taichungmp.cpami.gov.tw,臺中都會公園,210.69.84.27,Microsoft-IIS/6.0
citybus.taichung.gov.tw,"臺中市 公車到站時間查詢",117.56.85.168,Apache
eng.coa.gov.tw,"Council of Agriculture, Executive Yuan, R.O.C.(Taiwan)",210.69.75.121,Apache
kids.coa.gov.tw,歡迎光臨農業兒童網,210.69.75.121,Apache
theme.coa.gov.tw,行政院農業委員會-台灣農業故事館,210.69.75.121,Apache
www.afa.gov.tw,,210.69.71.45,Microsoft-IIS/6.0
www.fa.gov.tw,"行政院農委會漁業署 - 漁業資訊服務網",210.241.13.253,Microsoft-IIS/7.0
video.coa.gov.tw,農業虛擬博物館,210.69.75.44,"Apache/2.2.27 (Unix) PHP/5.2.16"
chiefsuit.coa.gov.tw,農委會首長信箱系統,210.69.75.152,Apache-Coyote/1.1
doie.coa.gov.tw,農田水利入口網,163.13.226.61,Microsoft-IIS/8.5
talis.coa.gov.tw,"首頁 - 臺灣農地資訊服務網 TALIS",210.69.75.163,Microsoft-IIS/8.5
agbio.coa.gov.tw,"AGBIO - 農業生技產業資訊網",210.69.75.98,Microsoft-IIS/7.5
agtech.coa.gov.tw,行政院農委會農業科技專案計畫服務網,219.87.82.78,BigIP
taiwanimage.gio.gov.tw,,,
tonho.forest.gov.tw,歡迎光臨行政院農委會林務局,223.200.90.182,
pa.forest.gov.tw,自然保留區暨自然保護區進入申請系統,223.200.90.182,
permit.coa.gov.tw,行政院農業委員會-簽審通關共同作業平台,61.222.122.83,Apache-Coyote/1.1
www.tfri.gov.tw,,210.69.175.85,
tesri.tesri.gov.tw,,61.60.53.184,"Apache/2.2.3 (CentOS)"
search.forest.gov.tw,,223.200.90.182,
www.penghu.gov.tw,,163.29.98.56,
www.penghu-nsa.gov.tw,,211.79.201.4,
www.phpto.gov.tw,澎湖縣政府公共車船管理處全球資訊網,163.29.98.56,Apache
penghu.cpami.gov.tw,海洋國家公園管理處,210.69.84.113,Varnish
collection.kmfa.gov.tw,高雄市立美術館--數位典藏系統,163.29.104.7,Microsoft-IIS/7.5
open.nat.gov.tw,,210.61.138.129,
2014publicart.kmfa.gov.tw,「當美術館走入圖書館」公共藝術設置計畫,163.29.104.7,Microsoft-IIS/7.5
